2020-09-19 00:00:18.688 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-09-19 01:20:53.521 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:20:53.524 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.705 seconds (JVM running for 2779.073)
2020-09-19 01:20:53.526 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:23:28.020 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:23:28.021 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:23:28.392 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:23:28.393 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:23:28.393 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:23:28.393 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:23:28.424 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:23:28.424 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 400 ms
2020-09-19 01:23:28.574 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:23:28.581 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:23:28.584 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:23:28.587 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.634 seconds (JVM running for 2934.135)
2020-09-19 01:23:28.588 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:23:37.682 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-09-19 01:23:37.708 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 14508 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:23:37.708 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:23:37.765 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-19 01:23:37.766 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-19 01:23:39.213 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:23:39.223 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:23:39.223 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:23:39.224 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:23:39.340 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:23:39.340 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1574 ms
2020-09-19 01:23:40.061 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:23:40.083 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:23:40.107 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:23:40.118 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 2.871 seconds (JVM running for 3.98)
2020-09-19 01:23:47.873 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-19 01:23:47.873 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-09-19 01:23:47.878 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2020-09-19 01:23:47.886 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:23:47.887 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs0
2020-09-19 01:23:47.954 [http-nio-8080-exec-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-09-19 01:23:48.477 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authentication正确。用户是sunliang
2020-09-19 01:23:54.007 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:23:54.008 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs0
2020-09-19 01:23:54.028 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：error，在该方法执行之前执行====
2020-09-19 01:23:54.028 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs0
2020-09-19 01:24:38.132 [http-nio-8080-exec-3] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:24:38.132 [http-nio-8080-exec-3] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs
2020-09-19 01:24:38.142 [http-nio-8080-exec-3] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：error，在该方法执行之前执行====
2020-09-19 01:24:38.143 [http-nio-8080-exec-3] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs
2020-09-19 01:25:58.415 [Thread-11] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-09-19 01:25:58.643 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 14508 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:25:58.644 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:25:58.977 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:25:58.978 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:25:58.978 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:25:58.978 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:25:59.010 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:25:59.010 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 363 ms
2020-09-19 01:25:59.183 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:25:59.192 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:25:59.196 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:25:59.198 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.635 seconds (JVM running for 143.061)
2020-09-19 01:25:59.200 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:26:30.408 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 14508 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:26:30.409 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:26:30.729 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:26:30.730 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:26:30.730 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:26:30.730 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:26:30.758 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:26:30.758 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 344 ms
2020-09-19 01:26:30.926 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:26:30.936 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:26:30.939 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:26:30.942 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.612 seconds (JVM running for 174.803)
2020-09-19 01:26:30.943 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:28:15.185 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-09-19 01:28:15.201 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 18660 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:28:15.202 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:28:15.254 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-19 01:28:15.254 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-19 01:28:16.438 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:28:16.449 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:28:16.450 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:28:16.451 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:28:16.577 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:28:16.578 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1324 ms
2020-09-19 01:28:17.303 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:28:17.319 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:28:17.339 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:28:17.348 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 2.628 seconds (JVM running for 3.757)
2020-09-19 01:28:24.725 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-19 01:28:24.725 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-09-19 01:28:24.729 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2020-09-19 01:28:24.739 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:28:24.739 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:null
2020-09-19 01:28:24.739 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization为空，未登录
2020-09-19 01:28:24.741 [http-nio-8080-exec-1] INFO  org.chatroom.crdemo.exception.ApiErrorException - exception=101message=101
2020-09-19 01:28:24.741 [http-nio-8080-exec-1] INFO  org.chatroom.crdemo.exception.Api401Exception - exception=101message=101
2020-09-19 01:29:51.125 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-09-19 01:29:51.144 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 1844 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:29:51.145 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:29:51.201 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-19 01:29:51.201 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-19 01:29:52.495 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:29:52.508 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:29:52.509 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:29:52.510 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:29:52.641 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:29:52.642 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1441 ms
2020-09-19 01:29:53.532 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:29:53.549 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:29:53.569 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:29:53.579 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 2.978 seconds (JVM running for 4.086)
2020-09-19 01:29:56.956 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-19 01:29:56.957 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-09-19 01:29:56.961 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2020-09-19 01:29:56.970 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:29:56.971 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:null
2020-09-19 01:29:56.971 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization为空，未登录
2020-09-19 01:29:56.972 [http-nio-8080-exec-1] INFO  org.chatroom.crdemo.exception.ApiErrorException - exception=101message=101
2020-09-19 01:29:56.972 [http-nio-8080-exec-1] INFO  org.chatroom.crdemo.exception.Api401Exception - exception=101message=101
2020-09-19 01:31:20.344 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 1844 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:31:20.345 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:31:20.748 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:31:20.748 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:31:20.749 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:31:20.749 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:31:20.786 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:31:20.786 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 435 ms
2020-09-19 01:31:20.967 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:31:20.978 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:31:20.982 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:31:20.986 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.731 seconds (JVM running for 91.493)
2020-09-19 01:31:20.988 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:31:45.505 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 1844 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:31:45.505 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:31:45.877 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:31:45.877 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:31:45.877 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:31:45.878 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:31:45.909 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:31:45.909 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 401 ms
2020-09-19 01:31:46.039 [restartedMain] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2020-09-19 01:31:46.046 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2020-09-19 01:31:55.041 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 1844 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:31:55.042 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:31:55.482 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:31:55.482 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:31:55.483 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:31:55.483 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:31:55.510 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat-1].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:31:55.510 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 464 ms
2020-09-19 01:31:55.691 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:31:55.701 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:31:55.704 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:31:55.708 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.762 seconds (JVM running for 126.215)
2020-09-19 01:31:55.709 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:32:40.135 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 1844 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:32:40.135 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:32:40.484 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:32:40.485 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:32:40.485 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:32:40.485 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:32:40.516 [restartedMain] INFO  o.a.c.c.ContainerBase.[Tomcat-1].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:32:40.517 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 379 ms
2020-09-19 01:32:40.702 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:32:40.711 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:32:40.715 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:32:40.718 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.651 seconds (JVM running for 171.225)
2020-09-19 01:32:40.719 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
